,ACCIDENT_NO,LONGITUDE,LATITUDE,LGA_NAME,ROAD,RADIUS,NUMBER OF ACCIDENTS
1299,T20140014481,146.63709,-37.83954,WELLINGTON,BLACK RANGE LINK NO1 TRACK,0.0 km,1
1300,T20140014482,143.51359,-35.73304,GANNAWARRA,QUAMBATOOK-SWAN HILL ROAD,0.0 km,1
1301,T20160022367,145.45306000000002,-36.06295,MOIRA,NUMURKAH ROAD,1.0296049093731132 km,5
1302,T20140014512,146.31896,-38.02118,BAW BAW,SENINIS TRACK,0.48572302984734256 km,2
1303,T20160017300,145.86604,-37.88881,BAW BAW,GOODWOOD MILL TRACK,0.6767869190739327 km,3
1304,T20150015039,144.25361999999998,-36.98623,MOUNT ALEXANDER,CALDER FREEWAY,0.2866632284281639 km,2
1305,T20140014942,143.41466,-35.38726,SWAN HILL,SEA LAKE-SWAN HILL ROAD,0.0 km,1
1306,T20140014951,142.59079,-36.45547,YARRIAMBIACK,MARKET STREET,0.0 km,1
1307,T20140015363,147.6144,-37.93046,EAST GIPPSLAND,ROMAWI ROAD,0.6715096912702365 km,2
1308,T20140015366,146.54951,-38.07778,LATROBE,EAGLEHAWK ROAD,0.19982155399835144 km,2
1309,T20140013007,147.16186000000002,-36.3763,INDIGO,ESKDALE SPUR ROAD,0.0 km,1
1310,T20140013391,143.57121,-38.014559999999996,CORANGAMITE,HAMILTON HIGHWAY,0.6534996591092165 km,3
1311,T20140013782,142.79765,-37.889959999999995,MOYNE,MORTLAKE-ARARAT ROAD,0.0 km,1
1312,T20140013796,143.94646,-37.20344,HEPBURN,CRESWICK-NEWSTEAD ROAD,0.6860342919633169 km,3
1313,T20140012613,142.15033,-37.3502,SOUTHERN GRAMPIANS,HENTY HIGHWAY,0.0 km,1
1314,T20140013416,144.02782,-38.48192,SURF COAST,GREAT OCEAN ROAD,1.756059572818298 km,11
1315,T20140013427,141.25035,-37.918079999999996,GLENELG,PRINCES HIGHWAY,0.0 km,1
1316,T20140013820,144.16608,-37.15018,MOUNT ALEXANDER,TEMPLETON STREET,0.30430646849401327 km,3
1317,T20160003524,146.02052,-38.38754,SOUTH GIPPSLAND,YARRAGON-LEONGATHA ROAD,0.3308016209293109 km,2
1318,T20170023846,145.45883,-38.425940000000004,BASS COAST,CORINELLA ROAD,2.0853331089608464 km,6
1319,T20140013830,147.38387,-37.08912,EAST GIPPSLAND,GREAT ALPINE ROAD,0.0 km,1
1320,T20140013843,143.5746,-38.7029,COLAC OTWAY,BINNS ROAD,0.0 km,1
1321,T20140013845,145.22286,-36.37236,SHEPPARTON,TATURA-UNDERA ROAD,0.8426130221434703 km,4
1322,T20150024203,147.00975,-36.449490000000004,ALPINE,KIEWA VALLEY HIGHWAY,1.865335593048345 km,6
1323,T20140012085,142.06929,-37.78358,SOUTHERN GRAMPIANS,PIERREPOINT ROAD,0.0 km,1
1324,T20140012086,145.22277,-36.313629999999996,SHEPPARTON,LANCASTER-MOOROOPNA ROAD,0.06690513608393288 km,3
1325,T20140011008,145.52303999999998,-36.26242,SHEPPARTON,JUBILEE ROAD,0.0 km,1
1326,T20140011009,145.95096,-36.06997,MOIRA,BEATTIES ROAD,0.0 km,1
1327,T20140011755,141.73002,-37.97397,GLENELG,HENTY HIGHWAY,0.8077532399535521 km,3
1328,T20140012118,144.66405,-36.35212,CAMPASPE,DIGGORA ROAD,0.0 km,1
1329,T20140011023,147.59256000000002,-37.72295,EAST GIPPSLAND,BULLUMWAAL ROAD,0.0 km,1
1330,T20140011386,142.44637,-38.22932,MOYNE,WARRNAMBOOL-CARAMUT ROAD,0.30018137997475475 km,2
1331,T20140012143,144.69971,-36.79023,BENDIGO,NORTHERN HIGHWAY,0.0 km,1
1332,T20140011426,144.98121,-36.27449,CAMPASPE,CURR ROAD,0.0 km,1
1333,T20140011778,144.35005,-38.0074,GEELONG,BACCHUS MARSH ROAD,0.67926639263284 km,2
1334,T20170024872,141.31223,-37.02069,WEST WIMMERA,WIMMERA HIGHWAY,0.23623686637343097 km,3
1335,T20170019805,146.96633,-36.5543,ALPINE,HAPPY VALLEY ROAD,0.5630420019554975 km,7
1336,T20140020111,146.66683999999998,-38.5549,WELLINGTON,TARRA VALLEY ROAD,1.5062717856409138 km,6
1337,T20140010718,141.4196,-36.948,WEST WIMMERA,WIMMERA HIGHWAY,0.0 km,1
1338,T20140009968,145.63298999999998,-38.34312,SOUTH GIPPSLAND,SOUTH GIPPSLAND HIGHWAY,0.0 km,1
1339,T20150022914,143.18358,-37.18928,ARARAT,PYRENEES HIGHWAY,0.6741933145630224 km,3
1340,T20140009564,145.97476,-36.91458,MANSFIELD,HARPERS ROAD,0.0 km,1
1341,T20140009567,141.12421,-38.06428,GLENELG,PORTLAND-NELSON ROAD,0.6024617067615307 km,2
1342,T20140009570,142.63138999999998,-36.80894,NORTHERN GRAMPIANS,STAWELL-WARRACKNABEAL ROAD,0.0 km,1
1343,T20140009980,146.59187,-36.53829,WANGARATTA,SNOW ROAD,1.2882257785324431 km,4
1344,T20140010370,142.04465,-36.65716,HORSHAM,POLKEMMET ROAD,0.0 km,1
1345,T20140010779,145.69823,-36.652590000000004,STRATHBOGIE,HUME FREEWAY,3.8947933163770942 km,9
1346,T20140009589,145.24103,-36.48421,SHEPPARTON,DHURRINGILE ROAD,0.0 km,1
1347,T20140010002,146.48467,-37.87336,BAW BAW,DEEP CREEK NO2 TRACK,0.0 km,1
1348,T20190002405,144.67166,-38.170429999999996,GEELONG,OLD ST LEONARDS ROAD,0.10829543503820477 km,2
1349,T20140009623,147.7227,-37.235929999999996,EAST GIPPSLAND,OBRIENS ROAD,0.0 km,1
1350,T20180011656,142.57218999999998,-36.949870000000004,NORTHERN GRAMPIANS,WESTERN HIGHWAY,1.174916683528368 km,3
1351,T20140022723,147.95416,-36.15845,TOWONG,MURRAY VALLEY HIGHWAY,0.6426070155341581 km,3
1352,T20140016102,146.2949,-38.13811,LATROBE,PURVIS ROAD,1.0109508323197474 km,5
1353,T20180003128,144.28381000000002,-37.4262,HEPBURN,BLACKWOOD ROAD,0.7884927676250554 km,3
1354,T20150012836,147.05623,-36.1075,TOWONG,LAKE ROAD,1.6452746057223844 km,5
1355,T20140009640,145.26838,-36.06971,MOIRA,BAXTERS DRIVE,0.0 km,1
1356,T20160012029,142.34158,-37.62256,SOUTHERN GRAMPIANS,GRAMPIANS ROAD,0.7020875893142321 km,3
1357,T20170023571,144.38033000000001,-36.52115,BENDIGO,BENDIGO-TENNYSON ROAD,0.4127987320086277 km,2
1358,T20160005515,145.25166000000002,-37.1792,MURRINDINDI,KING PARROT CREEK ROAD,1.049599962671093 km,6
1359,T20150003952,146.37091,-38.00152,BAW BAW,MOE-RAWSON ROAD,1.9071033550294876 km,5
1360,T20140010471,142.38326,-35.0656,MILDURA,MALLEE HIGHWAY,0.1799984802183457 km,2
1361,T20140026455,143.07993000000002,-38.39606,CORANGAMITE,COBDEN-PORT CAMPBELL ROAD,1.0616192100370307 km,5
1362,T20190001146,143.66305,-37.70143,GOLDEN PLAINS,STICKLAND ROAD,1.4815795192595946 km,5
1363,T20140010123,145.16935,-37.318509999999996,MITCHELL,TWO TEES ROAD,0.0 km,1
1364,T20140010506,144.87273000000002,-36.098890000000004,CAMPASPE,BANGERANG ROAD,0.0 km,1
1365,T20160004962,144.13266000000002,-37.95339,GOLDEN PLAINS,MIDLAND HIGHWAY,2.0616207089991723 km,7
1366,T20140010513,143.14228,-34.86647,SWAN HILL,BOUNDARY BEND-KOOLOONONG ROAD,0.0 km,1
1367,T20140009347,145.63463000000002,-35.99392,MOIRA,BENALLA-TOCUMWAL ROAD,0.6250464018660354 km,3
1368,T20140009351,146.35556,-36.181340000000006,WANGARATTA,BOORHAMAN-SPRINGHURST ROAD,0.0 km,1
1369,T20140009735,144.12608,-37.09564,MOUNT ALEXANDER,PYRENEES HIGHWAY,0.36391667668442573 km,3
1370,T20140010543,141.32521,-34.710809999999995,MILDURA,PHEENYS TRACK,0.0 km,1
1371,T20140009776,147.2052,-36.56559,TOWONG,LITTLE SNOWY CREEK TRACK,0.0 km,1
1372,T20160026274,144.29639,-35.92192,GANNAWARRA,KOW SWAMP ROAD,0.9199873020138382 km,3
1373,T20150018645,142.33056000000002,-36.68652,HORSHAM,DRUNG-JUNG ROAD,0.444878883811753 km,2
1374,T20140010564,143.11703,-35.73252,BULOKE,CALDER HIGHWAY,0.0 km,1
1375,T20140025538,145.03351999999998,-36.39868,SHEPPARTON,BREWER ROAD,1.0356073972558237 km,4
1376,T20140009795,144.12057,-37.61697,MOORABOOL,NORTH MAIN ROAD,0.8488482644596335 km,3
1377,T20160026177,143.64583000000002,-37.72995,GOLDEN PLAINS,PITFIELD-SCARSDALE ROAD,0.7022690851685237 km,2
1378,T20140010576,146.6928,-37.2057,WELLINGTON,ZEKA SPUR TRACK,0.0 km,1
1379,T20140009415,146.23858,-38.5924,SOUTH GIPPSLAND,BOOLARRA-FOSTER ROAD,0.0 km,1
1380,T20150004146,145.28245,-37.05088,MITCHELL,KOBYBOYN ROAD,0.6848768290130332 km,2
1381,T20140010238,142.08623,-37.76317,SOUTHERN GRAMPIANS,HAMILTON HIGHWAY,0.0 km,1
1382,T20140009430,145.71787,-38.57367,BASS COAST,INVERLOCH-KONGWAK ROAD,0.0 km,2
1383,T20140025944,142.0897,-37.743559999999995,SOUTHERN GRAMPIANS,GLENELG HIGHWAY,0.9409955856492871 km,3
1384,T20140009841,143.66814,-38.134609999999995,COLAC OTWAY,PIERCES ROAD,0.0 km,1
1385,T20140026942,145.76391,-37.51225,MURRINDINDI,MARYSVILLE-WOODS POINT ROAD,1.1597009015780595 km,10
1386,T20140025425,146.58066000000002,-38.47588,WELLINGTON,TARRA VALLEY ROAD,0.38019148330502656 km,2
1387,T20140010264,142.59479,-37.98205,MOYNE,HAMILTON HIGHWAY,0.0 km,1
1388,T20140010268,143.65532,-37.01124,CENTRAL GOLDFIELDS,MARYBOROUGH-ST ARNAUD ROAD,0.0 km,1
1389,T20140009472,144.10041999999999,-35.9244,GANNAWARRA,MACORNA-PYRAMID ROAD,0.0 km,1
1390,T20140009862,146.13345,-37.46174,MANSFIELD,MT TERRIBLE TRACK,1.047463502047 km,3
1391,T20140010671,142.11616,-34.28052,MILDURA,PAWSON AVENUE,0.0 km,1
1392,T20140010306,141.34251,-38.20241,GLENELG,POST OFFICE ROAD,0.4738629004668322 km,2
1393,T20140010677,146.45281,-38.11772,LATROBE,TYERS-WALHALLA ROAD,0.0 km,1
1394,T20170023403,144.99894,-37.17907,MITCHELL,BROADFORD-GLENAROUA ROAD,0.10349404067626666 km,3
1395,T20140023759,146.34327,-37.03392,MANSFIELD,,0.456927303437078 km,3
1396,T20130023768,145.28968,-35.999109999999995,MOIRA,HAWKERS ROAD,0.0 km,1
1397,T20130024941,145.7319,-38.47498,SOUTH GIPPSLAND,ANDERSONS INLET ROAD,0.0 km,1
1398,T20130023783,144.51328,-36.74242,BENDIGO,AXEDALE-GOORNONG ROAD,0.0 km,1
1399,T20130024196,145.00557,-36.25463,CAMPASPE,FINLAY ROAD,0.012231459209580102 km,2
1400,T20130023801,146.38793,-37.013220000000004,MANSFIELD,EVANS CREEK TRACK,0.0 km,1
1401,T20130023815,146.52522,-36.59744,WANGARATTA,CARBOOR-EVERTON ROAD,0.0 km,1
1402,T20150001751,147.48418,-36.97422,EAST GIPPSLAND,OMEO HIGHWAY,2.3434806009826272 km,8
1403,T20130024200,146.14826000000002,-37.20793,MANSFIELD,MANSFIELD-WOODS POINT ROAD,0.4461038653431102 km,2
1404,T20130024204,144.26045,-37.38732,HEPBURN,DAYLESFORD-TRENTHAM ROAD,0.0 km,1
1405,T20130024206,143.47727,-38.040009999999995,CORANGAMITE,FOXHOW ROAD,0.06172060215374351 km,2
1406,T20160012926,145.56345,-37.436890000000005,MURRINDINDI,CAMP CREEK ROAD,0.5267793462669536 km,2
1407,T20150009745,142.61488,-37.994240000000005,MOYNE,HAMILTON HIGHWAY,0.6590094453020686 km,3
1408,T20130024236,146.67288,-37.56776,WELLINGTON,MT MARGARET TRACK,0.0 km,1
1409,T20130024237,147.51095,-36.547109999999996,TOWONG,MT BENAMBRA ROAD,0.0 km,1
1410,T20180009268,146.28023000000002,-38.302479999999996,LATROBE,STRZELECKI HIGHWAY,0.1700850196670488 km,2
1411,T20150007305,143.83887,-38.602740000000004,COLAC OTWAY,WYE ROAD,1.0994466547864652 km,4
1412,T20130023841,145.59542,-36.06984,MOIRA,LARISSA ROAD,0.0 km,1
1413,T20130024242,145.32626000000002,-36.24299,SHEPPARTON,BIRD LANE,0.0 km,1
1414,T20170022715,144.62986,-37.54248,MACEDON RANGES,CABBAGE TREE LANE,2.1153884998999164 km,9
1415,T20130025041,142.81186,-37.29589,ARARAT,ARARAT-HALLS GAP ROAD,0.0 km,1
1416,T20130023867,143.85019,-38.32839,COLAC OTWAY,CAPE OTWAY ROAD,0.0 km,1
1417,T20170020698,146.39529,-38.66908,SOUTH GIPPSLAND,SOUTH GIPPSLAND HIGHWAY,0.1040436918033239 km,2
1418,T20130023882,142.20415,-37.83421,SOUTHERN GRAMPIANS,TABOR ROAD,0.0 km,1
1419,T20130024282,143.65906999999999,-36.81005,CENTRAL GOLDFIELDS,ST ARNAUD-DUNOLLY ROAD,0.0 km,1
1420,T20130024670,145.47347,-36.742540000000005,STRATHBOGIE,CREIGHTONS SIDING ROAD,0.0 km,1
1421,T20180008521,147.09395,-36.71756,ALPINE,TAWONGA GAP ROAD,0.7544971834524372 km,7
1422,T20130024308,142.2858,-34.78818,MILDURA,CALDER HIGHWAY,0.0 km,1
1423,T20130024691,146.3395,-38.02235,BAW BAW,SENINIS TRACK,0.0 km,1
1424,T20180019124,141.97182,-37.97266,MOYNE,HAMILTON-PORT FAIRY ROAD,0.10353396150954869 km,2
1425,T20180003843,147.39104,-38.158809999999995,WELLINGTON,LONGFORD-LOCH SPORT ROAD,1.5342499438476371 km,6
1426,T20130023917,142.49546,-36.909909999999996,NORTHERN GRAMPIANS,WESTERN HIGHWAY,1.7784338519067404 km,4
1427,T20130024339,146.34684,-36.83327,WANGARATTA,MANSFIELD-WHITFIELD ROAD,0.0 km,1
1428,T20130023953,146.31541,-37.08195,MANSFIELD,BUTTERCUP ROAD,0.6429479554012154 km,2
1429,T20130024383,147.66765,-37.6754,EAST GIPPSLAND,BLACKS CAMP ROAD,0.0 km,1
1430,T20170015742,143.00553,-38.16803,CORANGAMITE,CASTLE CAREY ROAD,0.927734785191883 km,3
1431,T20140002157,144.43200000000002,-37.60079,MOORABOOL,CAMERONS ROAD,0.0 km,1
1432,T20170020441,143.13608,-38.6749,CORANGAMITE,GREAT OCEAN ROAD,1.1391928353265022 km,7
1433,T20190000534,146.50587,-36.38962,WANGARATTA,BEECHWORTH-WANGARATTA ROAD,1.5183677113789156 km,4
1434,T20140002177,147.14871000000002,-38.2704,WELLINGTON,SEASPRAY ROAD,1.0439416982045102 km,3
1435,T20140002554,143.08525,-38.20563,CORANGAMITE,CASTLE CAREY ROAD,0.0 km,1
1436,T20140002568,144.13521,-36.71148,BENDIGO,HARDYS LANE,0.0 km,1
1437,T20140002574,145.79328,-36.79105,STRATHBOGIE,BOUNDARY HILL ROAD,0.0 km,1
1438,T20170001768,146.31923,-36.8774,WANGARATTA,MANSFIELD-WHITFIELD ROAD,0.9716721534115789 km,6
1439,T20140001832,144.02387,-37.48474,HEPBURN,BLACK SWAMP ROAD,0.0 km,1
1440,T20140001844,143.02206,-35.65572,BULOKE,CALDER HIGHWAY,0.0 km,1
1441,T20140002183,146.6338,-36.537,WANGARATTA,SNOW ROAD,0.0 km,1
1442,T20140002194,145.91238,-37.137809999999995,MANSFIELD,PLANTATION ROAD,0.34610555557831313 km,2
1443,T20140001845,142.13069,-37.753440000000005,SOUTHERN GRAMPIANS,HAMILTON-CHATSWORTH ROAD,0.0 km,1
1444,T20170016609,141.67841,-37.54464,SOUTHERN GRAMPIANS,COLERAINE-EDENHOPE ROAD,1.1081027745074883 km,4
1445,T20140002623,146.16456000000002,-38.78152,SOUTH GIPPSLAND,MEENIYAN-PROMONTORY ROAD,1.0211783106525758 km,3
1446,T20140002979,145.4875,-36.14528,MOIRA,INVERGORDON ROAD,0.0 km,1
1447,T20180019931,142.74319,-38.31792,MOYNE,PRINCES HIGHWAY,0.3333527745110655 km,3
1448,T20140001888,144.70956,-36.16483,CAMPASPE,ECHUCA WEST SCHOOL ROAD,0.0 km,3
1449,T20140001890,144.09322,-38.411429999999996,SURF COAST,BATSON TRACK,0.0 km,1
1450,T20140002234,145.44303,-36.75241,STRATHBOGIE,DRYSDALE ROAD,0.0 km,1
1451,T20140002237,141.9902,-35.898559999999996,HINDMARSH,RYAN STREET,0.26213918659102425 km,2
1452,T20140002997,147.15194,-37.398379999999996,WELLINGTON,CONWAY TRACK,0.0 km,1
1453,T20160024632,146.01256,-37.18271,MANSFIELD,WALSHS ROAD,0.7260650843159447 km,3
1454,T20140001894,144.13158,-36.31077,LODDON,PYRAMID-YARRABERB ROAD,0.7479637594876781 km,2
1455,T20140001896,141.99703,-34.1877,MILDURA,MERIDIAN ROAD,0.0 km,1
1456,T20140001898,148.52926000000002,-37.79394,EAST GIPPSLAND,WILLIS AVENUE,0.0 km,1
1457,T20140001904,143.45094,-37.879129999999996,CORANGAMITE,CRAMBS ROAD,0.0 km,1
1458,T20140002669,145.88761,-37.0384,MANSFIELD,HUTCHINSONS ROAD,0.0 km,1
1459,T20140002281,143.46588,-37.31179,PYRENEES,BEAUFORT-LEXTON ROAD,0.0 km,1
1460,T20140022732,143.15781,-38.34386,CORANGAMITE,COBDEN-STONYFORD ROAD,1.1050062058765926 km,4
1461,T20140001573,143.06811000000002,-37.1962,ARARAT,PYRENEES HIGHWAY,0.0 km,1
1462,T20140001933,142.79906,-36.05425,BULOKE,WARRACKNABEAL-BIRCHIP ROAD,0.0 km,1
1463,T20140002314,144.13324,-36.99305,MOUNT ALEXANDER,LEWIS ROAD,0.0 km,1
1464,T20140002316,147.97215,-37.81046,EAST GIPPSLAND,LAKES COLQUHOUN ROAD,0.35483285752616156 km,2
1465,T20140002319,143.32249,-38.44117,COLAC OTWAY,NEW IRREWILLIPE ROAD,0.6670400449136485 km,2
1466,T20170019054,144.22335,-38.344840000000005,SURF COAST,GUNDRYS ROAD,0.1491787250293931 km,2
1467,T20140002329,144.13735,-35.75698,GANNAWARRA,BRAYS ROAD,0.0 km,1
1468,T20140002700,146.65254,-36.34684,INDIGO,FLAT ROCK ROAD,0.0 km,1
1469,T20180008445,144.24975,-37.717890000000004,MOORABOOL,GLENMORE ROAD,0.21900935329861682 km,2
1470,T20140002710,143.86189,-38.44274,SURF COAST,PENNYROYAL VALLEY ROAD,0.0 km,1
1471,T20160004563,146.00707,-38.32671,BAW BAW,ALLAMBEE ESTATE ROAD,0.4915650310026394 km,2
1472,T20140001959,146.92434,-37.7137,WELLINGTON,MT ANGUS TRACK,0.0 km,1
1473,T20180016939,149.19845,-37.417,EAST GIPPSLAND,MONARO HIGHWAY,0.38733545174610745 km,2
1474,T20140001962,146.60769,-38.374970000000005,WELLINGTON,THEXTONS ROAD,0.0 km,1
1475,T20150016796,144.45198,-36.66268,BENDIGO,MARTINS ROAD,0.14304980684260865 km,2
1476,T20170011655,145.53152,-37.47818,MURRINDINDI,KALATHA ROAD,0.05160146297496302 km,2
1477,T20150023321,143.68239,-38.4671,COLAC OTWAY,COLAC-FORREST ROAD,0.7596463780516819 km,4
1478,T20140002729,146.60565,-38.52013,WELLINGTON,OLD WHITELAWS TRACK,0.0 km,1
1479,T20140001644,145.78041000000002,-37.2466,MURRINDINDI,GOULBURN VALLEY HIGHWAY,0.0 km,1
1480,T20140001994,145.53132,-36.8254,STRATHBOGIE,CREIGHTONS CREEK ROAD,0.0 km,1
1481,T20170018960,145.75258,-38.20892,BAW BAW,WESTERNPORT ROAD,0.6354422653480666 km,6
1482,T20140020535,144.98236,-36.3988,CAMPASPE,CURR ROAD,1.2071705657308966 km,8
1483,T20140002747,143.78321,-38.39056,COLAC OTWAY,BIRREGURRA-FORREST ROAD,2.2175905598423527e-12 km,7
1484,T20140002748,145.31356,-36.30822,SHEPPARTON,TROTTER ROAD,0.0 km,1
1485,T20140002401,144.46777,-36.25655,CAMPASPE,STRATHALLAN ROAD,0.0 km,1
1486,T20140003304,141.7282,-37.2508,SOUTHERN GRAMPIANS,HARROW-BALMORAL ROAD,0.0 km,1
1487,T20140003725,146.37319,-36.0656,INDIGO,MURRAY VALLEY HIGHWAY,0.0 km,1
1488,T20140003726,145.89456,-36.89249,BENALLA,BARJARG ROAD,0.0 km,1
1489,T20170020294,147.40587,-36.546079999999996,TOWONG,OMEO HIGHWAY,0.8073473462704757 km,3
1490,T20140004157,141.46624,-37.5204,GLENELG,SATIMER ROAD,0.0 km,1
1491,T20140004183,143.98356,-37.90015,GOLDEN PLAINS,BAMGANIE ROAD,0.0 km,1
1492,T20140004574,143.36896000000002,-38.34024,COLAC OTWAY,PRINCES HIGHWAY,0.6231968407328244 km,2
1493,T20180012716,143.58065,-37.68128,GOLDEN PLAINS,GLENELG HIGHWAY,1.60120939890792 km,8
1494,T20140003361,146.92322,-36.25186,INDIGO,WODONGA-YACKANDANDAH ROAD,0.0 km,1
1495,T20140004595,144.23214,-37.32642,HEPBURN,WHITEGUM DRIVE,0.0 km,1
1496,T20140003397,144.92033999999998,-36.8491,STRATHBOGIE,SOUTH COSTERFIELD-GRAYTOWN ROAD,0.0 km,1
1497,T20140003827,142.00427,-36.8241,HORSHAM,HORSHAM-NORADJUHA ROAD,0.0 km,1
1498,T20140003019,143.76022,-37.51015,BALLARAT,DOWLING ROAD,0.0 km,1
1499,T20140003407,146.6268,-36.09398,INDIGO,FISHERS ROAD,0.0 km,1
1500,T20140003423,146.42333,-36.25246,WANGARATTA,HUME FREEWAY,1.4892899598926521 km,5
1501,T20140003044,143.2072,-36.281040000000004,BULOKE,ST ARNAUD-WYCHEPROOF ROAD,0.0 km,1
1502,T20140003045,143.35756999999998,-38.67268,COLAC OTWAY,LAVERS HILL-COBDEN ROAD,0.0 km,1
1503,T20170010217,144.03588,-37.677440000000004,MOORABOOL,IRONMINE ROAD,0.23455796262760364 km,2
1504,T20140003876,144.72621,-36.70878,CAMPASPE,CORNELLA-TOOLLEEN ROAD,0.0 km,1
1505,T20140003062,146.13007,-38.184329999999996,BAW BAW,NORTH CANAL ROAD,0.0 km,1
1506,T20140023910,147.49184,-36.15361,TOWONG,MURRAY VALLEY HIGHWAY,0.9293278504198464 km,6
1507,T20140004304,146.51806000000002,-38.22887,LATROBE,HAZELWOOD ROAD,0.03589640512330275 km,2
1508,T20170000697,144.26397,-37.939479999999996,GEELONG,GEELONG-BALLAN ROAD,1.1503389738504617 km,5
1509,T20140004313,142.80868,-34.62123,SWAN HILL,TOL TOL ROAD,0.0 km,1
1510,T20170004346,147.52885,-37.003890000000006,EAST GIPPSLAND,OMEO HIGHWAY,2.8320243799064664 km,8
1511,T20140004344,144.77751999999998,-36.45595,CAMPASPE,MIDLAND HIGHWAY,0.0 km,1
1512,T20160001305,142.1867,-34.40573,MILDURA,CALDER HIGHWAY,0.6432642136954247 km,2
1513,T20140003535,147.20163,-37.99329,WELLINGTON,BENGWORDEN ROAD,0.0 km,1
1514,T20140003947,141.0979,-38.02132,GLENELG,GLENELG DRIVE,0.0 km,1
1515,T20150006778,146.11501,-36.72878,BENALLA,TIGER HILL ROAD,0.5002948202051365 km,2
1516,T20140003138,146.99596,-37.92518,WELLINGTON,MAFFRA-BRIAGOLONG ROAD,0.7895042820734239 km,4
1517,T20170001782,145.91461999999999,-38.51912,SOUTH GIPPSLAND,GWYTHER SIDING ROAD,0.7049906943442971 km,2
1518,T20140003959,143.16613,-38.2728,CORANGAMITE,BLACK ROCK ROAD,0.0 km,1
1519,T20140004384,144.51061,-37.12138,MOUNT ALEXANDER,HEATHCOTE-KYNETON ROAD,0.0 km,1
1520,T20140004385,143.75673999999998,-37.91008,GOLDEN PLAINS,ROKEWOOD-SHELFORD ROAD,0.0 km,1
1521,T20140003147,145.80552,-37.97766,BAW BAW,TEA TREE ROAD,0.0 km,1
1522,T20180017788,141.27167,-37.4422,GLENELG,CASTERTON-NARACOORTE ROAD,0.683841706918296 km,4
1523,T20140003571,145.51137,-37.41937,MURRINDINDI,BREAKODAY TRACK,0.0 km,1
1524,T20140003600,142.01956,-36.30482,HINDMARSH,DIMBOOLA-RAINBOW ROAD,0.0 km,1
1525,T20140004018,143.8663,-38.42451,SURF COAST,PENNYROYAL VALLEY ROAD,0.0 km,1
1526,T20140004435,142.85683999999998,-37.29506,ARARAT,ARARAT-HALLS GAP ROAD,0.5160617191198121 km,2
1527,T20140003616,146.19213,-37.15232,MANSFIELD,THREE CHAIN ROAD,0.0 km,1
1528,T20140003617,143.64431000000002,-37.5329,BALLARAT,CANICO DRIVE,0.0 km,1
1529,T20140022897,146.27865,-36.92504,BENALLA,MANSFIELD-WHITFIELD ROAD,1.0821816290443143 km,4
1530,T20140004460,145.53149,-36.09924,MOIRA,KATAMATITE-NATHALIA ROAD,0.0 km,2
1531,T20160010668,144.34913999999998,-36.841429999999995,BENDIGO,STORYS ROAD,0.3991378198280101 km,3
1532,T20140003241,143.34436000000002,-37.32451,PYRENEES,RED HILL ROAD,0.44094766630889587 km,2
1533,T20140004053,146.48948000000001,-38.51269,WELLINGTON,,0.0 km,1
1534,T20170011478,143.69813,-37.170840000000005,CENTRAL GOLDFIELDS,AVOCA ROAD,1.658936868815324 km,6
1535,T20140004482,142.53717,-38.361290000000004,WARRNAMBOOL,HORNE ROAD,0.2561974259931768 km,2
1536,T20140003255,146.08473999999998,-36.35542,BENALLA,AMERY ROAD,0.0 km,1
1537,T20140003658,144.02409,-37.24581,MOUNT ALEXANDER,ROBINSON ROAD,0.0 km,1
1538,T20140008796,141.01561999999998,-36.96652,WEST WIMMERA,WIMMERA HIGHWAY,0.0 km,1
1539,T20140009162,147.40826,-37.71761,EAST GIPPSLAND,WATTLE CREEK ROAD,0.0 km,1
1540,T20140009173,143.33801,-37.0884,PYRENEES,SANDERSON TRACK,0.0 km,1
1541,T20140009178,145.86236,-37.3241,MURRINDINDI,HERBS TRACK,0.0 km,1
1542,T20140008022,143.69027,-36.62146,LODDON,WEHLA-KINGOWER ROAD,0.0 km,1
1543,T20170001240,144.29456000000002,-36.97077,MOUNT ALEXANDER,COOPERS ROAD,1.1628190478187925 km,4
1544,T20180023047,143.76233,-37.80365,GOLDEN PLAINS,COLAC-BALLARAT ROAD,1.4163118092148175 km,8
1545,T20160025241,143.65286,-37.14349,CENTRAL GOLDFIELDS,AVOCA ROAD,0.5896184632641424 km,2
1546,T20140008850,145.09581,-36.856840000000005,STRATHBOGIE,MITCHELLSTOWN ROAD,0.0 km,1
1547,T20140026776,143.39245,-37.070240000000005,PYRENEES,NO2 CREEK TRACK,0.5736616204461524 km,2
1548,T20160025142,147.09024,-37.92778,WELLINGTON,BRIAGOLONG ROAD,0.8550224388613561 km,4
1549,T20140008059,147.1474,-37.86195,WELLINGTON,STOCKDALE ROAD,0.0 km,1
1550,T20150000258,146.43153,-36.043,INDIGO,JACKS ROAD,0.06575631771287835 km,2
1551,T20140008865,144.50773999999998,-37.37381,MACEDON RANGES,ASHBOURNE ROAD,0.0 km,1
1552,T20140008871,142.14886,-37.22226,SOUTHERN GRAMPIANS,HYNES ROAD,0.3496405079326821 km,2
1553,T20160010294,142.85143,-38.45902,CORANGAMITE,ROWANS ROAD,0.3271533210024346 km,2
1554,T20140008103,147.21104,-36.70355,ALPINE,MOUNTAIN CREEK ROAD,0.0 km,1
